product_id,product_code,product_name,category,sub_category,cost_price,selling_price
39,PROD00039,Furniture Chairs 39,Furniture,Chairs,23618.0,30469.89
40,PROD00040,Furniture Tables 40,Furniture,Tables,19290.0,27950.69
41,PROD00041,Home & Kitchen Cookware 41,Home & Kitchen,Cookware,7909.0,10406.02
42,PROD00042,Furniture Storage 42,Furniture,Storage,12214.0,15384.72
43,PROD00043,Clothing Jeans 43,Clothing,Jeans,2319.0,2969.7
44,PROD00044,Furniture Chairs 44,Furniture,Chairs,4098.0,5061.99
45,PROD00045,Furniture Storage 45,Furniture,Storage,9216.0,10164.11
46,PROD00046,Electronics Laptops 46,Electronics,Laptops,25668.0,37530.93
47,PROD00047,Clothing T-Shirts 47,Clothing,T-Shirts,2305.0,2754.94
48,PROD00048,Home & Kitchen Cookware 48,Home & Kitchen,Cookware,4717.0,5438.35
49,PROD00049,Home & Kitchen Cookware 49,Home & Kitchen,Cookware,6727.0,8672.38
50,PROD00050,Home & Kitchen Cookware 50,Home & Kitchen,Cookware,1072.0,1220.76
51,PROD00051,Home & Kitchen Decor 51,Home & Kitchen,Decor,3769.0,4765.68
52,PROD00052,Electronics Mobiles 52,Electronics,Mobiles,23889.0,30125.19
53,PROD00053,Clothing T-Shirts 53,Clothing,T-Shirts,1218.0,1433.14
54,PROD00054,Home & Kitchen Cookware 54,Home & Kitchen,Cookware,3756.0,4407.27
55,PROD00055,Home & Kitchen Cookware 55,Home & Kitchen,Cookware,7463.0,10965.43
56,PROD00056,Home & Kitchen Appliances 56,Home & Kitchen,Appliances,1102.0,1234.5
57,PROD00057,Electronics Mobiles 57,Electronics,Mobiles,69965.0,81615.88
58,PROD00058,Home & Kitchen Decor 58,Home & Kitchen,Decor,2051.0,2965.46
59,PROD00059,Electronics Laptops 59,Electronics,Laptops,107345.0,118172.05
60,PROD00060,Home & Kitchen Decor 60,Home & Kitchen,Decor,7890.0,11153.53
61,PROD00061,Home & Kitchen Decor 61,Home & Kitchen,Decor,3765.0,5190.57
62,PROD00062,Home & Kitchen Cookware 62,Home & Kitchen,Cookware,1855.0,2260.66
63,PROD00063,Electronics Mobiles 63,Electronics,Mobiles,90209.0,101292.63
64,PROD00064,Home & Kitchen Appliances 64,Home & Kitchen,Appliances,7831.0,11285.16
65,PROD00065,Furniture Chairs 65,Furniture,Chairs,18640.0,21101.31
66,PROD00066,Furniture Chairs 66,Furniture,Chairs,21498.0,24232.21
67,PROD00067,Furniture Tables 67,Furniture,Tables,5928.0,8753.51
68,PROD00068,Furniture Storage 68,Furniture,Storage,21481.0,23970.58
69,PROD00069,Electronics Accessories 69,Electronics,Accessories,145044.0,177903.42
70,PROD00070,Clothing T-Shirts 70,Clothing,T-Shirts,2943.0,4080.4
71,PROD00071,Furniture Tables 71,Furniture,Tables,14969.0,17249.55
72,PROD00072,Clothing Jeans 72,Clothing,Jeans,1495.0,2200.05
73,PROD00073,Electronics Mobiles 73,Electronics,Mobiles,128136.0,172786.74
74,PROD00074,Electronics Mobiles 74,Electronics,Mobiles,148937.0,176529.33
75,PROD00075,Clothing T-Shirts 75,Clothing,T-Shirts,1629.0,2365.87
76,PROD00076,Furniture Tables 76,Furniture,Tables,11338.0,13187.21
77,PROD00077,Clothing Jackets 77,Clothing,Jackets,2878.0,3774.72
78,PROD00078,Clothing Jackets 78,Clothing,Jackets,624.0,920.76
79,PROD00079,Furniture Tables 79,Furniture,Tables,5782.0,8417.93
80,PROD00080,Furniture Tables 80,Furniture,Tables,11232.0,15072.58
81,PROD00081,Clothing T-Shirts 81,Clothing,T-Shirts,2797.0,4030.94
82,PROD00082,Home & Kitchen Decor 82,Home & Kitchen,Decor,7716.0,11290.54
83,PROD00083,Electronics Mobiles 83,Electronics,Mobiles,119037.0,170429.94
84,PROD00084,Electronics Mobiles 84,Electronics,Mobiles,95439.0,134420.84
85,PROD00085,Clothing T-Shirts 85,Clothing,T-Shirts,2009.0,2653.23
86,PROD00086,Home & Kitchen Appliances 86,Home & Kitchen,Appliances,379.0,433.86
87,PROD00087,Furniture Storage 87,Furniture,Storage,3180.0,4559.6
88,PROD00088,Furniture Tables 88,Furniture,Tables,6176.0,6896.93
89,PROD00089,Clothing T-Shirts 89,Clothing,T-Shirts,1665.0,1971.41
90,PROD00090,Furniture Storage 90,Furniture,Storage,5368.0,6664.22
91,PROD00091,Home & Kitchen Appliances 91,Home & Kitchen,Appliances,6439.0,7480.97
92,PROD00092,Furniture Chairs 92,Furniture,Chairs,7801.0,11331.47
93,PROD00093,Electronics Laptops 93,Electronics,Laptops,95080.0,134343.72
94,PROD00094,Home & Kitchen Appliances 94,Home & Kitchen,Appliances,7378.0,10285.1
95,PROD00095,Furniture Tables 95,Furniture,Tables,7216.0,10210.28
96,PROD00096,Electronics Accessories 96,Electronics,Accessories,18151.0,26199.83
97,PROD00097,Furniture Chairs 97,Furniture,Chairs,17083.0,21180.59
98,PROD00098,Furniture Chairs 98,Furniture,Chairs,2775.0,3785.14
99,PROD00099,Home & Kitchen Decor 99,Home & Kitchen,Decor,2582.0,3732.9
100,PROD00100,Clothing Jeans 100,Clothing,Jeans,2827.0,3685.74
101,PROD00101,Clothing T-Shirts 101,Clothing,T-Shirts,672.0,974.95
102,PROD00102,Clothing T-Shirts 102,Clothing,T-Shirts,2578.0,3828.37
103,PROD00103,Clothing T-Shirts 103,Clothing,T-Shirts,644.0,862.08
104,PROD00104,Clothing Jackets 104,Clothing,Jackets,1484.0,1891.44
105,PROD00105,Electronics Accessories 105,Electronics,Accessories,57828.0,69502.84
106,PROD00106,Home & Kitchen Cookware 106,Home & Kitchen,Cookware,4559.0,6702.78
107,PROD00107,Furniture Tables 107,Furniture,Tables,16132.0,18196.73
108,PROD00108,Clothing Jackets 108,Clothing,Jackets,1485.0,2027.55
109,PROD00109,Electronics Audio 109,Electronics,Audio,140939.0,172469.01
110,PROD00110,Home & Kitchen Decor 110,Home & Kitchen,Decor,3596.0,4958.46
111,PROD00111,Furniture Chairs 111,Furniture,Chairs,15777.0,21550.94
112,PROD00112,Home & Kitchen Appliances 112,Home & Kitchen,Appliances,6428.0,9392.09
113,PROD00113,Clothing Jeans 113,Clothing,Jeans,2444.0,3503.45
114,PROD00114,Clothing Jeans 114,Clothing,Jeans,1060.0,1348.27
115,PROD00115,Clothing Jeans 115,Clothing,Jeans,2009.0,2565.22
116,PROD00116,Furniture Storage 116,Furniture,Storage,17505.0,24813.24
117,PROD00117,Furniture Storage 117,Furniture,Storage,4778.0,5798.17
118,PROD00118,Clothing T-Shirts 118,Clothing,T-Shirts,1162.0,1590.92
119,PROD00119,Furniture Chairs 119,Furniture,Chairs,6828.0,7577.51
120,PROD00120,Furniture Tables 120,Furniture,Tables,22030.0,31720.89
121,PROD00121,Electronics Accessories 121,Electronics,Accessories,116643.0,169651.97
122,PROD00122,Furniture Storage 122,Furniture,Storage,24818.0,31111.63
123,PROD00123,Home & Kitchen Cookware 123,Home & Kitchen,Cookware,1508.0,2054.53
124,PROD00124,Electronics Mobiles 124,Electronics,Mobiles,119449.0,141850.04
125,PROD00125,Home & Kitchen Cookware 125,Home & Kitchen,Cookware,4866.0,5837.64
126,PROD00126,Electronics Accessories 126,Electronics,Accessories,42954.0,61019.02
127,PROD00127,Clothing Jeans 127,Clothing,Jeans,2709.0,3863.04
128,PROD00128,Home & Kitchen Appliances 128,Home & Kitchen,Appliances,3952.0,5765.51
129,PROD00129,Home & Kitchen Decor 129,Home & Kitchen,Decor,2423.0,3393.92
130,PROD00130,Clothing Jackets 130,Clothing,Jackets,2184.0,2949.93
131,PROD00131,Clothing Jeans 131,Clothing,Jeans,517.0,716.26
132,PROD00132,Furniture Tables 132,Furniture,Tables,13005.0,15968.63
133,PROD00133,Electronics Laptops 133,Electronics,Laptops,47539.0,56690.48
134,PROD00134,Furniture Storage 134,Furniture,Storage,9010.0,10142.48
135,PROD00135,Home & Kitchen Decor 135,Home & Kitchen,Decor,4745.0,6103.82
136,PROD00136,Electronics Laptops 136,Electronics,Laptops,118138.0,148356.6
137,PROD00137,Electronics Accessories 137,Electronics,Accessories,133037.0,146654.46
138,PROD00138,Clothing Jeans 138,Clothing,Jeans,1797.0,2590.16
139,PROD00139,Home & Kitchen Appliances 139,Home & Kitchen,Appliances,6423.0,8952.72
140,PROD00140,Furniture Tables 140,Furniture,Tables,9190.0,11112.31
141,PROD00141,Home & Kitchen Cookware 141,Home & Kitchen,Cookware,3485.0,4302.06
142,PROD00142,Home & Kitchen Appliances 142,Home & Kitchen,Appliances,1652.0,2372.61
143,PROD00143,Furniture Storage 143,Furniture,Storage,19502.0,21662.56
144,PROD00144,Home & Kitchen Appliances 144,Home & Kitchen,Appliances,4923.0,6720.88
145,PROD00145,Electronics Accessories 145,Electronics,Accessories,43572.0,63037.38
146,PROD00146,Furniture Chairs 146,Furniture,Chairs,10524.0,13172.28
147,PROD00147,Furniture Tables 147,Furniture,Tables,12710.0,15696.85
148,PROD00148,Home & Kitchen Decor 148,Home & Kitchen,Decor,6460.0,9563.91
149,PROD00149,Home & Kitchen Decor 149,Home & Kitchen,Decor,7139.0,8086.79
150,PROD00150,Electronics Mobiles 150,Electronics,Mobiles,99740.0,118659.57
151,PROD00151,Electronics Mobiles 151,Electronics,Mobiles,16134.0,23875.81
152,PROD00152,Furniture Chairs 152,Furniture,Chairs,22359.0,25957.75
153,PROD00153,Furniture Tables 153,Furniture,Tables,23936.0,27424.81
154,PROD00154,Furniture Tables 154,Furniture,Tables,24920.0,29966.24
155,PROD00155,Clothing T-Shirts 155,Clothing,T-Shirts,2681.0,3600.31
156,PROD00156,Electronics Laptops 156,Electronics,Laptops,89536.0,102361.09
157,PROD00157,Electronics Audio 157,Electronics,Audio,106384.0,133901.47
158,PROD00158,Furniture Chairs 158,Furniture,Chairs,21401.0,29453.04
159,PROD00159,Furniture Chairs 159,Furniture,Chairs,24845.0,35006.42
160,PROD00160,Electronics Mobiles 160,Electronics,Mobiles,99017.0,130019.03
161,PROD00161,Clothing T-Shirts 161,Clothing,T-Shirts,2272.0,3087.69
162,PROD00162,Electronics Accessories 162,Electronics,Accessories,136503.0,155915.85
163,PROD00163,Clothing Jackets 163,Clothing,Jackets,2083.0,2880.63
164,PROD00164,Home & Kitchen Cookware 164,Home & Kitchen,Cookware,6311.0,8259.2
165,PROD00165,Clothing Jackets 165,Clothing,Jackets,2404.0,3389.3
166,PROD00166,Home & Kitchen Decor 166,Home & Kitchen,Decor,7064.0,9835.99
167,PROD00167,Clothing Jeans 167,Clothing,Jeans,1205.0,1725.91
168,PROD00168,Electronics Audio 168,Electronics,Audio,126175.0,151100.29
169,PROD00169,Home & Kitchen Appliances 169,Home & Kitchen,Appliances,5299.0,7245.19
170,PROD00170,Clothing T-Shirts 170,Clothing,T-Shirts,2224.0,3203.41
171,PROD00171,Furniture Tables 171,Furniture,Tables,8950.0,11115.27
172,PROD00172,Clothing Jeans 172,Clothing,Jeans,1345.0,1953.11
173,PROD00173,Clothing Jackets 173,Clothing,Jackets,241.0,314.9
174,PROD00174,Furniture Chairs 174,Furniture,Chairs,9908.0,13752.6
175,PROD00175,Home & Kitchen Appliances 175,Home & Kitchen,Appliances,6510.0,7786.8
176,PROD00176,Home & Kitchen Appliances 176,Home & Kitchen,Appliances,6131.0,7947.79
177,PROD00177,Electronics Mobiles 177,Electronics,Mobiles,85132.0,101191.18
178,PROD00178,Furniture Tables 178,Furniture,Tables,23756.0,31657.77
179,PROD00179,Home & Kitchen Appliances 179,Home & Kitchen,Appliances,4649.0,5753.15
180,PROD00180,Clothing Jeans 180,Clothing,Jeans,2058.0,2486.82
181,PROD00181,Clothing T-Shirts 181,Clothing,T-Shirts,694.0,963.63
182,PROD00182,Clothing T-Shirts 182,Clothing,T-Shirts,2394.0,3543.96
183,PROD00183,Furniture Chairs 183,Furniture,Chairs,9090.0,12684.57
184,PROD00184,Clothing Jackets 184,Clothing,Jackets,2614.0,3896.54
185,PROD00185,Clothing T-Shirts 185,Clothing,T-Shirts,995.0,1212.41
186,PROD00186,Clothing T-Shirts 186,Clothing,T-Shirts,1438.0,1589.94
187,PROD00187,Furniture Tables 187,Furniture,Tables,3491.0,5200.61
188,PROD00188,Clothing Jackets 188,Clothing,Jackets,717.0,971.64
189,PROD00189,Home & Kitchen Cookware 189,Home & Kitchen,Cookware,7449.0,8230.45
190,PROD00190,Clothing Jeans 190,Clothing,Jeans,2160.0,2756.57
191,PROD00191,Furniture Chairs 191,Furniture,Chairs,10273.0,15167.32
192,PROD00192,Home & Kitchen Cookware 192,Home & Kitchen,Cookware,7034.0,7921.25
193,PROD00193,Home & Kitchen Cookware 193,Home & Kitchen,Cookware,5026.0,6794.04
194,PROD00194,Electronics Laptops 194,Electronics,Laptops,47111.0,67107.59
195,PROD00195,Clothing T-Shirts 195,Clothing,T-Shirts,1216.0,1395.21
196,PROD00196,Home & Kitchen Appliances 196,Home & Kitchen,Appliances,5183.0,7340.66
197,PROD00197,Furniture Storage 197,Furniture,Storage,14464.0,18516.9
198,PROD00198,Home & Kitchen Decor 198,Home & Kitchen,Decor,7346.0,9809.92
199,PROD00199,Home & Kitchen Decor 199,Home & Kitchen,Decor,4958.0,6685.42
200,PROD00200,Electronics Laptops 200,Electronics,Laptops,63318.0,76352.55
201,PROD00201,Electronics Laptops 201,Electronics,Laptops,70879.0,82894.79
202,PROD00202,Electronics Laptops 202,Electronics,Laptops,8701.0,10992.9
203,PROD00203,Home & Kitchen Decor 203,Home & Kitchen,Decor,567.0,676.2
204,PROD00204,Clothing Jackets 204,Clothing,Jackets,2059.0,2323.52
205,PROD00205,Furniture Tables 205,Furniture,Tables,22481.0,30032.72
206,PROD00206,Furniture Tables 206,Furniture,Tables,5760.0,7590.67
207,PROD00207,Furniture Tables 207,Furniture,Tables,6660.0,7516.24
208,PROD00208,Furniture Tables 208,Furniture,Tables,21498.0,30088.24
209,PROD00209,Clothing Jeans 209,Clothing,Jeans,709.0,912.82
210,PROD00210,Clothing Jackets 210,Clothing,Jackets,1848.0,2729.63
211,PROD00211,Home & Kitchen Decor 211,Home & Kitchen,Decor,958.0,1282.97
212,PROD00212,Home & Kitchen Appliances 212,Home & Kitchen,Appliances,2940.0,3943.97
213,PROD00213,Electronics Mobiles 213,Electronics,Mobiles,68011.0,100980.31
214,PROD00214,Electronics Audio 214,Electronics,Audio,18546.0,26061.65
215,PROD00215,Furniture Tables 215,Furniture,Tables,19005.0,25858.28
216,PROD00216,Clothing T-Shirts 216,Clothing,T-Shirts,2597.0,3309.5
217,PROD00217,Home & Kitchen Cookware 217,Home & Kitchen,Cookware,4150.0,5142.62
218,PROD00218,Clothing Jeans 218,Clothing,Jeans,2944.0,3361.58
219,PROD00219,Furniture Tables 219,Furniture,Tables,15488.0,21334.25
220,PROD00220,Clothing Jackets 220,Clothing,Jackets,1840.0,2622.78
221,PROD00221,Electronics Accessories 221,Electronics,Accessories,31084.0,38102.98
222,PROD00222,Clothing T-Shirts 222,Clothing,T-Shirts,1855.0,2682.26
223,PROD00223,Electronics Accessories 223,Electronics,Accessories,116330.0,130485.22
224,PROD00224,Clothing Jackets 224,Clothing,Jackets,2241.0,3025.72
225,PROD00225,Electronics Laptops 225,Electronics,Laptops,78007.0,102944.89
226,PROD00226,Clothing Jeans 226,Clothing,Jeans,2185.0,2509.63
227,PROD00227,Furniture Storage 227,Furniture,Storage,7189.0,8801.49
228,PROD00228,Electronics Accessories 228,Electronics,Accessories,32434.0,38592.58
229,PROD00229,Electronics Accessories 229,Electronics,Accessories,38793.0,52722.94
230,PROD00230,Furniture Tables 230,Furniture,Tables,11563.0,15072.93
231,PROD00231,Clothing Jeans 231,Clothing,Jeans,2176.0,3246.8
232,PROD00232,Furniture Tables 232,Furniture,Tables,20063.0,23230.08
233,PROD00233,Furniture Storage 233,Furniture,Storage,18654.0,26087.94
234,PROD00234,Furniture Chairs 234,Furniture,Chairs,11052.0,15573.04
235,PROD00235,Home & Kitchen Decor 235,Home & Kitchen,Decor,7953.0,11254.19
236,PROD00236,Clothing T-Shirts 236,Clothing,T-Shirts,1358.0,1888.19
237,PROD00237,Home & Kitchen Cookware 237,Home & Kitchen,Cookware,3958.0,5206.48
238,PROD00238,Clothing Jeans 238,Clothing,Jeans,2460.0,3456.67
239,PROD00239,Home & Kitchen Decor 239,Home & Kitchen,Decor,7941.0,9757.19
240,PROD00240,Furniture Storage 240,Furniture,Storage,9825.0,13054.66
241,PROD00241,Furniture Tables 241,Furniture,Tables,3430.0,4209.54
242,PROD00242,Home & Kitchen Appliances 242,Home & Kitchen,Appliances,7782.0,11085.95
243,PROD00243,Home & Kitchen Appliances 243,Home & Kitchen,Appliances,6791.0,9699.58
244,PROD00244,Furniture Tables 244,Furniture,Tables,3213.0,3696.55
245,PROD00245,Clothing T-Shirts 245,Clothing,T-Shirts,2003.0,2283.19
246,PROD00246,Home & Kitchen Cookware 246,Home & Kitchen,Cookware,6218.0,7198.34
247,PROD00247,Furniture Chairs 247,Furniture,Chairs,17384.0,24556.81
248,PROD00248,Clothing Jeans 248,Clothing,Jeans,2752.0,3789.73
249,PROD00249,Electronics Audio 249,Electronics,Audio,147885.0,185152.58
250,PROD00250,Clothing Jackets 250,Clothing,Jackets,2198.0,3184.8
251,PROD00251,Electronics Mobiles 251,Electronics,Mobiles,69543.0,94054.43
252,PROD00252,Clothing T-Shirts 252,Clothing,T-Shirts,570.0,725.95
253,PROD00253,Electronics Mobiles 253,Electronics,Mobiles,124307.0,145009.82
254,PROD00254,Clothing T-Shirts 254,Clothing,T-Shirts,388.0,477.14
255,PROD00255,Electronics Audio 255,Electronics,Audio,101969.0,127454.77
256,PROD00256,Furniture Chairs 256,Furniture,Chairs,19405.0,24543.85
257,PROD00257,Furniture Chairs 257,Furniture,Chairs,7736.0,8753.96
258,PROD00258,Home & Kitchen Appliances 258,Home & Kitchen,Appliances,5896.0,7053.57
259,PROD00259,Furniture Chairs 259,Furniture,Chairs,17110.0,23186.82
260,PROD00260,Home & Kitchen Decor 260,Home & Kitchen,Decor,5762.0,6359.86
261,PROD00261,Home & Kitchen Decor 261,Home & Kitchen,Decor,5850.0,7714.04
262,PROD00262,Electronics Accessories 262,Electronics,Accessories,98587.0,147393.55
263,PROD00263,Clothing Jackets 263,Clothing,Jackets,1937.0,2665.55
264,PROD00264,Home & Kitchen Decor 264,Home & Kitchen,Decor,1931.0,2896.02
265,PROD00265,Home & Kitchen Cookware 265,Home & Kitchen,Cookware,2243.0,2809.46
266,PROD00266,Clothing Jackets 266,Clothing,Jackets,1411.0,2112.38
267,PROD00267,Clothing T-Shirts 267,Clothing,T-Shirts,2896.0,3644.1
268,PROD00268,Electronics Mobiles 268,Electronics,Mobiles,138214.0,198079.4
269,PROD00269,Clothing T-Shirts 269,Clothing,T-Shirts,2686.0,3816.2
270,PROD00270,Furniture Storage 270,Furniture,Storage,8230.0,11096.97
271,PROD00271,Furniture Storage 271,Furniture,Storage,5183.0,7574.24
272,PROD00272,Electronics Audio 272,Electronics,Audio,123559.0,137563.9
273,PROD00273,Clothing Jackets 273,Clothing,Jackets,738.0,838.41
274,PROD00274,Clothing Jeans 274,Clothing,Jeans,1901.0,2224.66
275,PROD00275,Furniture Storage 275,Furniture,Storage,13988.0,18357.03
276,PROD00276,Clothing T-Shirts 276,Clothing,T-Shirts,1252.0,1834.96
277,PROD00277,Home & Kitchen Decor 277,Home & Kitchen,Decor,6415.0,9289.94
278,PROD00278,Electronics Accessories 278,Electronics,Accessories,27739.0,32074.68
279,PROD00279,Furniture Storage 279,Furniture,Storage,24098.0,35953.66
280,PROD00280,Clothing T-Shirts 280,Clothing,T-Shirts,1816.0,2007.71
281,PROD00281,Electronics Accessories 281,Electronics,Accessories,104622.0,143241.26
282,PROD00282,Clothing Jackets 282,Clothing,Jackets,1760.0,2514.98
283,PROD00283,Clothing T-Shirts 283,Clothing,T-Shirts,2964.0,3537.62
284,PROD00284,Electronics Audio 284,Electronics,Audio,66030.0,89738.79
285,PROD00285,Home & Kitchen Appliances 285,Home & Kitchen,Appliances,2775.0,3773.16
286,PROD00286,Electronics Laptops 286,Electronics,Laptops,19887.0,29403.02
287,PROD00287,Clothing Jeans 287,Clothing,Jeans,675.0,768.74
288,PROD00288,Furniture Tables 288,Furniture,Tables,16864.0,21053.1
289,PROD00289,Home & Kitchen Appliances 289,Home & Kitchen,Appliances,6380.0,8872.28
290,PROD00290,Home & Kitchen Appliances 290,Home & Kitchen,Appliances,1111.0,1592.59
291,PROD00291,Home & Kitchen Decor 291,Home & Kitchen,Decor,568.0,781.63
292,PROD00292,Furniture Tables 292,Furniture,Tables,16571.0,24528.76
293,PROD00293,Clothing T-Shirts 293,Clothing,T-Shirts,1704.0,2245.51
294,PROD00294,Clothing T-Shirts 294,Clothing,T-Shirts,1830.0,2214.95
295,PROD00295,Electronics Accessories 295,Electronics,Accessories,32031.0,43725.76
296,PROD00296,Electronics Mobiles 296,Electronics,Mobiles,95427.0,114266.92
297,PROD00297,Furniture Storage 297,Furniture,Storage,8724.0,9835.82
298,PROD00298,Furniture Storage 298,Furniture,Storage,9076.0,12935.31
299,PROD00299,Furniture Tables 299,Furniture,Tables,6835.0,9674.65
300,PROD00300,Electronics Audio 300,Electronics,Audio,45929.0,68664.36
301,PROD00301,Clothing T-Shirts 301,Clothing,T-Shirts,650.0,886.87
302,PROD00302,Electronics Laptops 302,Electronics,Laptops,11895.0,14789.02
303,PROD00303,Furniture Storage 303,Furniture,Storage,12609.0,13949.49
304,PROD00304,Clothing T-Shirts 304,Clothing,T-Shirts,719.0,1004.22
305,PROD00305,Electronics Mobiles 305,Electronics,Mobiles,132845.0,169949.95
306,PROD00306,Clothing Jackets 306,Clothing,Jackets,2631.0,3008.87
307,PROD00307,Furniture Storage 307,Furniture,Storage,3420.0,4756.87
308,PROD00308,Clothing Jeans 308,Clothing,Jeans,2835.0,4211.71
309,PROD00309,Electronics Accessories 309,Electronics,Accessories,113281.0,143924.58
310,PROD00310,Electronics Accessories 310,Electronics,Accessories,124277.0,140357.98
311,PROD00311,Electronics Audio 311,Electronics,Audio,46884.0,52804.18
312,PROD00312,Clothing Jackets 312,Clothing,Jackets,2793.0,3726.27
313,PROD00313,Clothing Jeans 313,Clothing,Jeans,2646.0,3472.14
314,PROD00314,Home & Kitchen Appliances 314,Home & Kitchen,Appliances,5259.0,6689.87
315,PROD00315,Electronics Laptops 315,Electronics,Laptops,120740.0,154622.3
316,PROD00316,Furniture Tables 316,Furniture,Tables,13106.0,18754.26
317,PROD00317,Home & Kitchen Decor 317,Home & Kitchen,Decor,6276.0,7142.3
318,PROD00318,Home & Kitchen Decor 318,Home & Kitchen,Decor,5748.0,6908.84
319,PROD00319,Furniture Storage 319,Furniture,Storage,17540.0,19765.01
320,PROD00320,Electronics Mobiles 320,Electronics,Mobiles,121213.0,138016.25
321,PROD00321,Clothing T-Shirts 321,Clothing,T-Shirts,2478.0,2785.25
322,PROD00322,Clothing Jackets 322,Clothing,Jackets,700.0,885.03
323,PROD00323,Home & Kitchen Appliances 323,Home & Kitchen,Appliances,721.0,1072.39
324,PROD00324,Clothing Jeans 324,Clothing,Jeans,624.0,830.65
325,PROD00325,Furniture Chairs 325,Furniture,Chairs,23519.0,30407.14
326,PROD00326,Electronics Audio 326,Electronics,Audio,104353.0,119583.75
327,PROD00327,Clothing Jackets 327,Clothing,Jackets,1126.0,1602.17
328,PROD00328,Electronics Audio 328,Electronics,Audio,15589.0,18272.9
329,PROD00329,Clothing Jeans 329,Clothing,Jeans,1637.0,1804.7
330,PROD00330,Furniture Storage 330,Furniture,Storage,23539.0,29666.53
331,PROD00331,Furniture Storage 331,Furniture,Storage,22747.0,33864.01
332,PROD00332,Electronics Laptops 332,Electronics,Laptops,106617.0,135183.21
333,PROD00333,Clothing T-Shirts 333,Clothing,T-Shirts,1715.0,2100.28
334,PROD00334,Clothing Jackets 334,Clothing,Jackets,2642.0,2995.98
335,PROD00335,Electronics Laptops 335,Electronics,Laptops,49264.0,69057.01
336,PROD00336,Electronics Mobiles 336,Electronics,Mobiles,79330.0,101323.86
337,PROD00337,Home & Kitchen Decor 337,Home & Kitchen,Decor,5273.0,6732.66
338,PROD00338,Clothing T-Shirts 338,Clothing,T-Shirts,2298.0,2632.42
339,PROD00339,Home & Kitchen Cookware 339,Home & Kitchen,Cookware,2620.0,3592.77
340,PROD00340,Home & Kitchen Appliances 340,Home & Kitchen,Appliances,5765.0,7052.72
341,PROD00341,Furniture Tables 341,Furniture,Tables,21638.0,24275.95
342,PROD00342,Furniture Tables 342,Furniture,Tables,8921.0,12551.31
